name,huc12,states,PIMPV_2021,PIMPV_2020,areaacres,areasqkm
Wooton Creek-Cutshin Creek,51002020104,KY,0.723935947,0.723935947,11128.72,45.04
MacIntosh Creek-Cutshin Creek,51002020105,KY,0.587103576,0.587103576,10127.15,40.98
Upper Greasy Creek,51002020201,KY,0.283517353,0.283517353,32638.87,132.08
Laurel Fork,51002020202,KY,0.261414148,0.261414148,13475.85,54.53
Lower Greasy Creek,51002020203,KY,0.193134085,0.193134085,14744.58,59.67
Beech Fork,51002020204,KY,0.570665357,0.570665357,21731.74,87.95
Headwaters Middle Fork Kentucky River,51002020205,KY,0.343502694,0.343502694,26959.51,109.1
Stinnett Creek-Middle Fork Kentucky River,51002020206,KY,0.899950742,0.899950742,24416.94,98.81
Bull Creek-Middle Fork Kentucky River,51002020207,KY,1.240109856,1.240109856,21629.48,87.53
Hell For Certain Creek-Middle Fork Kentucky River,51002020301,KY,0.218288823,0.218288823,9989.3,40.43
Grassy Branch-Middle Fork Kentucky River,51002020302,KY,0.300773505,0.300773505,10396.37,42.07
Elkhorn Creek-Middle Fork Kentucky River,51002020303,KY,0.1671224,0.1671224,16208.87,65.6
Gays Creek-Middle Fork Kentucky River,51002020304,KY,0.380226401,0.380226401,10208.42,41.31
Squabble Creek-Middle Fork Kentucky River,51002020401,KY,0.49713204,0.49713204,11779.57,47.67
Freeman Fork-Middle Fork Kentucky River,51002020402,KY,0.346825776,0.346825776,13981.88,56.58
Canoe Creek-Middle Fork Kentucky River,51002020403,KY,0.438151057,0.438151057,18408.19,74.5
Turkey Creek-Middle Fork Kentucky River,51002020404,KY,0.338579747,0.338579747,11956.02,48.38
Jetts Creek-Middle Fork Kentucky River,51002020405,KY,0.300523543,0.300523543,13212.88,53.47
Upper Twin Creek-Middle Fork Kentucky River,51002020406,KY,0.638040756,0.638040756,13139.94,53.18
Bear Creek-Middle Fork Kentucky River,51002020407,KY,0.577203309,0.577203309,13991.28,56.62
Otter Creek-Goose Creek,51002030101,KY,0.220026478,0.220026478,25201.49,101.99
Upper Collins Fork,51002030102,KY,0.403846484,0.403846484,25914.44,104.87
Martins Creek-Goose Creek,51002030103,KY,0.761969077,0.761969077,15828.76,64.06
Lower Collins Fork-Goose Creek,51002030104,KY,0.878212394,0.878212394,21587.87,87.36
Headwaters Red Bird Creek,51002030201,KY,0.260389753,0.260389753,11112.35,44.97
Phillips Fork-Red Bird River,51002030202,KY,0.280309056,0.280309056,13695.39,55.42
Bowen Creek-Red Bird River,51002030203,KY,0.21286036,0.21286036,19851.51,80.34
Elisha Creek-Red Bird River,51002030204,KY,0.192224019,0.192224019,11146.67,45.11
Big Double Creek-Red Bird River,51002030205,KY,0.205357248,0.205357248,18927.47,76.6
Big Creek,51002030206,KY,0.768828339,0.768828339,16532.6,66.91
Hector Branch-Red Bird River,51002030207,KY,0.998449819,0.998449819,21695.15,87.8
Bear Creek-Red Bird River,51002030208,KY,0.415257306,0.415257306,12296.45,49.76
Horse Creek-Goose Creek,51002030301,KY,2.887299517,2.887299517,16546.09,66.96
Upper Little Goose Creek,51002030302,KY,0.769763153,0.769763153,20050.46,81.14
Lower Little Goose Creek-Goose Creek,51002030303,KY,2.834225734,2.834225734,13662.33,55.29
Laurel Creek-Goose Creek,51002030304,KY,0.898438504,0.898438504,13855.99,56.07
Beech Creek-Goose Creek,51002030305,KY,0.472634671,0.472634671,13964.66,56.51
Upper Bullskin Creek,51002030401,KY,0.293053359,0.293053359,13782.42,55.78
Lower Bullskin Creek-South Fork Kentucky River,51002030402,KY,0.571064444,0.571064444,15792.21,63.91
Left Fork Buffalo Creek,51002030403,KY,0.165260798,0.165260798,9625.44,38.95
Buffalo Creek-South Fork Kentucky River,51002030404,KY,0.246893366,0.246893366,20616.32,83.43
Upper Sexton Creek,51002030501,KY,0.896365817,0.896365817,17994.2,72.82
Middle Sexton Creek,51002030502,KY,0.502797603,0.502797603,19042.15,77.06
Lower Sexton Creek,51002030503,KY,0.341788335,0.341788335,8702.65,35.22
Lower Island Creek,51002030601,KY,0.419343212,0.419343212,11108.45,44.95
White Oak Creek-South Fork Kentucky River,51002030602,KY,0.452711148,0.452711148,11275.74,45.63
Right Fork Cow Creek,51002030603,KY,0.443276596,0.443276596,10458.35,42.32
Indian Creek-South Fork Kentucky River,51002030604,KY,0.645420107,0.645420107,10489.47,42.45
Meadow Creek,51002030605,KY,0.694303464,0.694303464,10561.93,42.74
Buck Creek-South Fork Kentucky River,51002030606,KY,1.614319859,1.614319859,10735.57,43.45
Lower Buffalo Creek-South Fork Kentucky River,51002030607,KY,0.876401026,0.876401026,16659.64,67.42
Upper Sturgeon Creek,51002040101,KY,0.821349621,0.821349621,13588.62,54.99
Little Sturgeon Creek,51002040102,KY,0.661710991,0.661710991,14755.93,59.72
Middle Sturgeon Creek,51002040103,KY,0.536551267,0.536551267,18151.45,73.46
Lower Sturgeon Creek,51002040104,KY,0.542014176,0.542014176,24517.54,99.22
Contrary Creek-Kentucky River,51002040105,KY,1.660184443,1.660184443,16831.87,68.12
Headwaters Red River,51002040201,KY,0.717458076,0.717458076,19837.36,80.28
Lacy Creek-Red River,51002040202,KY,0.992578952,0.992578952,24279.75,98.26
Stillwater Creek,51002040203,KY,1.224112898,1.224112898,20232.89,81.88
Swift Camp Creek,51002040204,KY,2.587657533,2.587657533,13692.88,55.41
Clifty Creek-Red River,51002040205,KY,0.447707467,0.447707467,17178.23,69.52
Gladie Creek-Red River,51002040206,KY,0.700753017,0.700753017,20884.66,84.52
Upper Middle Fork Red River,51002040207,KY,1.829061319,1.829061319,19168.35,77.57
Lower Middle Fork Red River,51002040208,KY,0.506174535,0.506174535,17826.87,72.14
Indian Creek-Red River,51002040209,KY,0.513500189,0.513500189,37002.63,149.74
Cat Creek-Red River,51002040301,KY,0.763219439,0.763219439,22442.41,90.82
Black Creek-Red River,51002040302,KY,4.082639556,4.082639556,19285.38,78.05
Hardwick Creek,51002040303,KY,0.563639373,0.563639373,17486.67,70.77
Upper Lulbegrud Creek,51002040304,KY,0.580869883,0.580869883,18257.45,73.89
Lower Lulbegrud Creek,51002040305,KY,1.528976937,1.528976937,15818.29,64.01
Woodward Creek-Red River,51002040306,KY,1.986896068,1.986896068,29211.87,118.22
War Fork,51002040401,KY,0.346698224,0.346698224,18981.55,76.82
Rock Lick Creek-South Fork Station Camp Creek,51002040402,KY,0.539962574,0.539962574,23054.54,93.3
Cavanaugh Creek-Station Camp Creek,51002040403,KY,0.287853402,0.287853402,31595.31,127.86
Upper Red Lick Creek,51002040404,KY,1.104991323,1.104991323,21584.76,87.35
Lower Red Lick Creek,51002040405,KY,0.324383993,0.324383993,23174.7,93.78
Crooked Creek-Station Camp Creek,51002040406,KY,1.612660095,1.612660095,20513.37,83.01
Billey Fork,51002040501,KY,0.253071609,0.253071609,16873.77,68.29
Millers Creek,51002040502,KY,0.527903686,0.527903686,31003.5,125.47
Ross Creek-Kentucky River,51002040503,KY,0.363752417,0.363752417,30022.44,121.5
Cow Creek,51002040504,KY,0.944789304,0.944789304,11178.84,45.24
Calloway Creek-Kentucky River,51002040505,KY,2.574258015,2.574258015,26742.37,108.22
Drowning Creek,51002040506,KY,0.829546211,0.829546211,23444.07,94.87
Noland Creek-Kentucky River,51002040507,KY,1.024491314,1.024491314,21374.88,86.5
Upper Muddy Creek,51002050101,KY,2.090175296,2.090175296,19230.05,77.82
Lower Muddy Creek,51002050102,KY,0.917212271,0.917212271,24215.18,98
Upper Howard Creek,51002050103,KY,1.178266772,1.178266772,24265.38,98.2
Fourmile Creek,51002050104,KY,0.844739805,0.844739805,17396.62,70.4
Upper Otter Creek,51002050105,KY,8.931448414,8.931448414,23918.67,96.8
Lower Otter Creek,51002050106,KY,0.58134084,0.58134084,17951.22,72.65
Twomile Creek-Kentucky River,51002050107,KY,0.824281653,0.824281653,21739.01,87.97
Headwaters Silver Creek,51002050201,KY,6.652531365,6.652531365,14066.06,56.92
Hays Fork-Silver Creek,51002050202,KY,4.146098107,4.146098107,19512.21,78.96
Taylor Fork,51002050203,KY,8.29420486,8.29420486,10475.97,42.39
Ballard Branch-Silver Creek,51002050204,KY,1.013955874,1.013955874,18235.62,73.8
Jackson Branch-Silver Creek,51002050205,KY,0.307286244,0.307286244,18171.77,73.54
Boone Creek,51002050301,KY,1.654196198,1.654196198,28143.73,113.89
Lower Howard Creek-Kentucky River,51002050302,KY,2.883408136,2.883408136,31464.97,127.33
Upper Paint Lick Creek,51002050303,KY,3.10668118,3.10668118,28034.61,113.45
Back Creek,51002050304,KY,0.664576447,0.664576447,15682.35,63.46
Lower Paint Lick Creek,51002050305,KY,0.257374018,0.257374018,26232.67,106.16
Tate Creek,51002050306,KY,3.087872608,3.087872608,23357.99,94.53
Sugar Creek,51002050307,KY,0.282334214,0.282334214,26689.62,108.01
Marble Creek-Kentucky River,51002050308,KY,0.397694544,0.397694544,33601.29,135.98
Headwaters Dix River,51002050401,KY,1.174491057,1.174491057,24850.34,100.57
Copper Creek,51002050402,KY,0.390949382,0.390949382,16217.94,65.63
Fall Lick-Dix River,51002050403,KY,0.773030553,0.773030553,17297.74,70
Drakes Creek-Dix River,51002050404,KY,0.68829709,0.68829709,15446.23,62.51
Cedar Creek,51002050405,KY,0.404956312,0.404956312,13928.59,56.37
Logan Creek,51002050406,KY,2.830535515,2.830535515,15796.63,63.93
Gilberts Creek-Dix River,51002050407,KY,0.922246301,0.922246301,23927.57,96.83
Upper Hanging Fork Creek,51002050501,KY,0.458438865,0.458438865,23287.78,94.24
Knoblick Creek,51002050502,KY,1.009082046,1.009082046,21003.96,85
Lower Hanging Fork Creek,51002050503,KY,0.258314304,0.258314304,17448.05,70.61
Boone Creek-Dix River,51002050504,KY,1.062507522,1.062507522,26054.61,105.44
Clarks Run,51002050505,KY,7.641958681,7.641958681,18062.24,73.1
Mocks Branch-Dix River,51002050506,KY,2.288588349,2.288588349,21708.81,87.85
Cane Run-Dix River,51002050507,KY,1.131303343,1.131303343,27690.96,112.06
Upper East Hickman Creek,51002050601,KY,15.76986339,15.76986339,13371.09,54.11
West Hickman Creek,51002050602,KY,25.76139601,25.76139601,14220.09,57.55
Lower East Hickman Creek-Hickman Creek,51002050603,KY,3.200706036,3.200706036,13007.79,52.64
Outlet Hickman Creek,51002050604,KY,1.152792693,1.152792693,23428.82,94.81
Jessamine Creek,51002050701,KY,7.602381711,7.602381711,25843.21,104.58
Little Hickman Creek-Kentucky River,51002050702,KY,0.626931806,0.626931806,21144.97,85.57
Shawnee Run-Kentucky River,51002050703,KY,0.378844024,0.378844024,27000.64,109.27
Upper Clear Creek,51002050704,KY,0.260272742,0.260272742,19822.15,80.22
Lower Clear Creek,51002050705,KY,0.300135406,0.300135406,22033.19,89.17
Landing Run-Kentucky River,51002050706,KY,0.161606878,0.161606878,23886.99,96.67
Grier Creek-Kentucky River,51002050707,KY,1.864221816,1.864221816,22683.4,91.8
Bailey Run-Kentucky River,51002050708,KY,1.939311966,1.939311966,19891.92,80.5
Glenns Creek,51002050709,KY,3.568550626,3.568550626,21696.5,87.8
Cedar Run-Kentucky River,51002050710,KY,9.113443239,9.113443239,17316.24,70.08
Headwaters North Elkhorn Creek,51002050801,KY,8.972558709,8.972558709,29760.7,120.44
Goose Creek-North Elkhorn Creek,51002050802,KY,0.526920544,0.526920544,30813.45,124.7
Boyd Run-North Elkhorn Creek,51002050803,KY,5.589141916,5.589141916,24765.28,100.22
Cane Run,51002050804,KY,11.55832361,11.55832361,29065.03,117.62
Dry Run-North Elkhorn Creek,51002050805,KY,6.475236684,6.475236684,23714.72,95.97
McConnell Run-North Elkhorn Creek,51002050806,KY,0.360448112,0.360448112,17079.78,69.12
Lecomptes Run-North Elkhorn Creek,51002050807,KY,0.53964181,0.53964181,21375.43,86.5
Shannon Run-South Elkhorn Creek,51002050901,KY,7.766976964,7.766976964,36351.53,147.11
Town Branch,51002050902,KY,20.46314607,20.46314607,27988.69,113.27
Lee Branch-South Elkhorn Creek,51002050903,KY,1.721479162,1.721479162,28764.28,116.41
Beals Run-South Elkhorn Creek,51002050904,KY,3.293891459,3.293891459,25957.01,105.04
Long Branch-Elkhorn Creek,51002050905,KY,1.622676373,1.622676373,24075.61,97.43
Headwaters Benson Creek,51002051001,KY,0.637653098,0.637653098,14842.03,60.06
Goose Creek-Benson Creek,51002051002,KY,0.98380447,0.98380447,11292.9,45.7
Upper North Benson Creek,51002051003,KY,0.370515816,0.370515816,13430.21,54.35
South Benson Creek,51002051004,KY,3.337049244,3.337049244,18399.36,74.46
Lower North Benson Creek-Benson Creek,51002051005,KY,1.33430694,1.33430694,10527.83,42.6
Dutch Fork-Sixmile Creek,51002051101,KY,0.394813469,0.394813469,11425.09,46.24
Backbone Creek-Sixmile Creek,51002051102,KY,0.322526088,0.322526088,13217.59,53.49
Little Sixmile Creek-Sixmile Creek,51002051103,KY,0.249914219,0.249914219,14921.07,60.38
Woodcocks Branch-Sixmile Creek,51002051104,KY,0.194670215,0.194670215,12373.1,50.07
Headwaters Drennon Creek,51002051201,KY,0.962510982,0.962510982,13963.89,56.51
Town Creek,51002051202,KY,1.162603904,1.162603904,12008.34,48.6
Fivemile Creek-Drennon Creek,51002051203,KY,0.314432462,0.314432462,10892.22,44.08
Emily Creek-Drennon Creek,51002051204,KY,0.17776029,0.17776029,12175.65,49.27
Sulphur Creek-Drennon Creek,51002051205,KY,0.251732914,0.251732914,13311.25,53.87
Headwaters Eagle Creek,51002051301,KY,0.338021031,0.338021031,26394.73,106.82
Lytles Fork,51002051302,KY,0.278099303,0.278099303,19192.18,77.67
Rays Fork-Eagle Creek,51002051303,KY,1.141146975,1.141146975,30441.77,123.19
Caney Creek-Eagle Creek,51002051304,KY,0.352841962,0.352841962,22849.33,92.47
Elk Creek-Eagle Creek,51002051305,KY,0.55416402,0.55416402,26454.18,107.06
Three Forks Creek-Eagle Creek,51002051306,KY,0.695524653,0.695524653,24127.97,97.64
Stevens Creek,51002051307,KY,0.725417053,0.725417053,21364.93,86.46
Clarks Creek,51002051308,KY,2.391135889,2.391135889,20668.46,83.64
Grassy Run-Eagle Creek,51002051309,KY,0.641598554,0.641598554,21729.48,87.94
Brush Creek-Eagle Creek,51002051310,KY,0.354396824,0.354396824,19072.61,77.18
Upper Ten Mile Creek,51002051401,KY,1.379080545,1.379080545,21863.31,88.48
Lower Ten Mile Creek,51002051402,KY,0.838809286,0.838809286,21956.52,88.85
Moseby Branch-Eagle Creek,51002051403,KY,1.570812796,1.570812796,23521.37,95.19
Lick Creek-Eagle Creek,51002051404,KY,1.095508947,1.095508947,15055.69,60.93
Buck Run-Eagle Creek,51002051405,KY,0.833555226,0.833555226,17600.28,71.23
Stony Creek-Kentucky River,51002051501,KY,4.628272126,4.628272126,19140.57,77.46
Flat Creek-Kentucky River,51002051502,KY,0.233039386,0.233039386,27027.09,109.37
Upper Cedar Creek,51002051503,KY,0.22470182,0.22470182,22429.74,90.77
Lower Cedar Creek,51002051504,KY,0.684886079,0.684886079,18615.24,75.33
Severn Creek,51002051505,KY,0.835024438,0.835024438,22279.54,90.16
Pot Ripple Creek-Kentucky River,51002051506,KY,0.505539568,0.505539568,21970.36,88.91
Big Twin Creek,51002051507,KY,0.389513752,0.389513752,25894.44,104.79
Canes Run-Kentucky River,51002051508,KY,0.379907808,0.379907808,29238.13,118.32
Mill Creek,51002051509,KY,0.724752522,0.724752522,19052.92,77.1
Whites Run-Kentucky River,51002051510,KY,2.704931009,2.704931009,23269.5,94.17
Headwaters Green River,51100010101,KY,0.264269608,0.264269608,14536.1,58.83
South Fork Green River,51100010102,KY,0.185447632,0.185447632,14164.63,57.32
Pine Lick Creek-Green River,51100010103,KY,0.186896376,0.186896376,13960.28,56.5
Knob Lick Creek,51100010104,KY,0.210737726,0.210737726,20872.98,84.47
Carpenter Creek-Green River,51100010105,KY,0.252483348,0.252483348,19307.81,78.14
Doe Creek-Green River,51100010106,KY,1.846744049,1.846744049,12505.59,50.61
Upper Brush Creek,51100010107,KY,0.170125739,0.170125739,11749.14,47.55
Lower Brush Creek-Green River,51100010108,KY,0.308129169,0.308129169,16840.54,68.15
Calhoun Creek-Green River,51100010109,KY,0.345726769,0.345726769,17781.22,71.96
Trace Fork,51100010110,KY,0.156437142,0.156437142,20869.44,84.46
Upper South Fork Green River,51100010111,KY,0.121596932,0.121596932,12295.61,49.76
Lower South Fork Green River-Green River,51100010112,KY,0.295181088,0.295181088,13568.66,54.91
Upper Goose Creek,51100010113,KY,0.802017217,0.802017217,17319.32,70.09
Lower Goose Creek,51100010114,KY,0.61728626,0.61728626,16656.77,67.41
Spruce Pine Creek-Green River,51100010115,KY,0.374462923,0.374462923,14338.1,58.02
Damron Creek-Green River,51100010116,KY,0.214095913,0.214095913,14080.42,56.98
Headwaters Robinson Creek,51100010201,KY,0.139246224,0.139246224,12331.6,49.9
Black Lick Creek-Robinson Creek,51100010202,KY,0.266043206,0.266043206,13286.21,53.77
Stoner Creek-Robinson Creek,51100010203,KY,0.235052584,0.235052584,16795.27,67.97
Long Branch-Robinson Creek,51100010204,KY,0.61179229,0.61179229,16466.48,66.64
Wilson Creek-Robinson Creek,51100010205,KY,0.680496327,0.680496327,18542.35,75.04
Headwaters Casey Creek,51100010301,KY,0.182038991,0.182038991,13829.33,55.97
Woods Creek-Casey Creek,51100010302,KY,0.353733725,0.353733725,12267.16,49.64
Upper Dry Creek,51100010303,KY,0.147196596,0.147196596,14013.81,56.71
Lower Dry Creek-Casey Creek,51100010304,KY,0.177150051,0.177150051,14136.68,57.21
Bryant Creek-Green River,51100010305,KY,0.132976679,0.132976679,14537.66,58.83
Casey Creek-Green River,51100010306,KY,0.256476339,0.256476339,15895,64.32
White Oak Creek-Green River,51100010307,KY,0.180784247,0.180784247,13373.16,54.12
Butler Creek-Green River,51100010308,KY,0.556260128,0.556260128,10559.2,42.73
Headwaters Russell Creek,51100010401,KY,1.244464474,1.244464474,18763.19,75.93
Upper Sulphur Creek,51100010402,KY,0.312850683,0.312850683,14712.05,59.54
Cabin Fork Creek-Russell Creek,51100010403,KY,0.276784619,0.276784619,19955.66,80.76
Glens Fork-Russell Creek,51100010404,KY,0.431381215,0.431381215,12078.29,48.88
Lower Sulphur Creek-Russell Creek,51100010405,KY,1.091185184,1.091185184,14948.92,60.5
Pettys Fork,51100010406,KY,1.544816092,1.544816092,19357.74,78.34
Butler Branch-Russell Creek,51100010407,KY,2.324863148,2.324863148,13184.46,53.36
Big Creek,51100010408,KY,0.495285296,0.495285296,15661.96,63.38
Butlers Fork-Russell Creek,51100010409,KY,0.454216549,0.454216549,10954.37,44.33
Caney Fork,51100010410,KY,0.427744216,0.427744216,15981.94,64.68
Sulphur Fork Creek-Russell Creek,51100010411,KY,0.231502268,0.231502268,14572.71,58.97
South Fork Russell Creek-Russell Creek,51100010412,KY,0.183792617,0.183792617,14997.02,60.69
Willowtown Creek-Big Pitman Creek,51100010501,KY,0.336555978,0.336555978,15517.56,62.8
Mill Creek-Big Pitman Creek,51100010502,KY,0.362077237,0.362077237,18554.56,75.09
Middle Pitman Creek,51100010503,KY,0.436627034,0.436627034,15867.7,64.21
Little Pitman Creek,51100010504,KY,5.408138061,5.408138061,20416.25,82.62
Sand Lick Creek-Big Pitman Creek,51100010505,KY,0.370201072,0.370201072,16357.64,66.2
Flat Rock Creek-East Fork Little Barren River,51100010601,KY,0.175307338,0.175307338,15574.71,63.03
Leatherwood Creek-East Fork Little Barren River,51100010602,KY,0.213452318,0.213452318,16049.68,64.95
Prices Creek-East Fork Little Barren River,51100010603,KY,0.31463858,0.31463858,16638.74,67.33
Adams Creek-East Fork Little Barren River,51100010604,KY,0.131441093,0.131441093,12994.9,52.59
Moccasin Creek-South Fork Little Barren River,51100010605,KY,0.663132937,0.663132937,16339.21,66.12
Rogers Creek-South Fork Little Barren River,51100010606,KY,0.744125212,0.744125212,20323.85,82.25
Sulphur Creek-South Fork Little Barren River,51100010607,KY,0.357493274,0.357493274,28129.49,113.84
Greasy Creek-Little Barren River,51100010608,KY,0.280642315,0.280642315,23769.18,96.19
Trammel Creek-Little Barren River,51100010609,KY,0.226102679,0.226102679,18718.73,75.75
Pinch Creek-Green River,51100010701,KY,0.54299324,0.54299324,13680.74,55.36
Meadow Creek,51100010702,KY,1.710341805,1.710341805,12180.46,49.29
Clover Lick Creek-Green River,51100010703,KY,1.81147552,1.81147552,16775.38,67.89
Little Russell Creek-Green River,51100010704,KY,0.423538302,0.423538302,14222.62,57.56
Upper Big Brush Creek,51100010705,KY,0.195366511,0.195366511,21718.6,87.89
Little Brush Creek,51100010706,KY,0.452727475,0.452727475,20046.03,81.12
Lower Big Brush Creek,51100010707,KY,0.221584061,0.221584061,11838.88,47.91
Lynn Camp Creek,51100010708,KY,0.160803331,0.160803331,22756.11,92.09
Scott Bend-Green River,51100010709,KY,0.238493081,0.238493081,14780.07,59.81
Ten Acre Branch,51100010801,KY,0.239365946,0.239365946,10618.51,42.97
Blue Spring Creek,51100010802,KY,0.287916651,0.287916651,17386.49,70.36
Duff Branch,51100010803,KY,1.591679531,1.591679531,43568.2,176.31
Lemon Branch,51100010804,KY,0.231504244,0.231504244,44129.6,178.59
Knox Creek-Green River,51100010805,KY,0.169335856,0.169335856,20401.03,82.56
Boiling Springs Hollow-Green River,51100010806,KY,0.369119995,0.369119995,30605.76,123.86
Waterloo Valley-Green River,51100010807,KY,0.885093744,0.885093744,32660.98,132.17
Ugly Creek-Green River,51100010808,KY,0.120529701,0.120529701,32337.76,130.87
Upper Walters Creek,51100010901,KY,0.317585566,0.317585566,8886.77,35.96
South Fork Branch-South Fork Nolin River,51100010902,KY,0.330916239,0.330916239,13484.92,54.57
Lower Walters Creek-South Fork Nolin River,51100010903,KY,0.324352147,0.324352147,11272.71,45.62
Castleman Creek-North Fork Nolin River,51100010904,KY,0.30021862,0.30021862,14857.28,60.13
McDougal Creek-North Fork Nolin River,51100010905,KY,1.713435542,1.713435542,17068.21,69.07
Barren Run-Nolin River,51100011001,KY,0.2027579,0.2027579,13627.31,55.15
Middle Creek,51100011002,KY,0.619813343,0.619813343,21230.9,85.92
Upper Valley Creek,51100011003,KY,11.43053278,11.43053278,21004.8,85
Lower Valley Creek,51100011004,KY,3.405860174,3.405860174,36454.52,147.53
Cox Run-Nolin River,51100011005,KY,0.755785032,0.755785032,20070.08,81.22
Dorsey Run-Nolin River,51100011006,KY,0.521455235,0.521455235,58630.52,237.27
Sandy Creek,51100011007,KY,0.567201596,0.567201596,12613.73,51.05
Shaw Creek-Nolin River,51100011008,KY,0.194371685,0.194371685,27221.81,110.16
Round Stone Creek-Nolin River,51100011009,KY,0.174194073,0.174194073,24610.96,99.6
Upper Bacon Creek,51100011101,KY,0.273112364,0.273112364,13193.08,53.39
Lower Bacon Creek,51100011102,KY,0.431064108,0.431064108,43517.98,176.11
Rock Creek-Nolin River,51100011103,KY,0.313957949,0.313957949,25751.8,104.21
Cane Run-Nolin River,51100011104,KY,0.296406829,0.296406829,27581.62,111.62
Dog Creek,51100011105,KY,0.26820601,0.26820601,13988.8,56.61
Conoloway Creek-Nolin River,51100011106,KY,0.430320034,0.430320034,18792.42,76.05
Bylew Creek-Nolin River,51100011107,KY,0.281102736,0.281102736,20865.7,84.44
Headwaters Bear Creek,51100011201,KY,0.82341207,0.82341207,14066.08,56.92
McClure Fork-Bear Creek,51100011202,KY,3.090672689,3.090672689,16278.22,65.88
Hargus Creek-Bear Creek,51100011203,KY,0.229150881,0.229150881,17639.27,71.38
Claylick Branch-Bear Creek,51100011204,KY,0.168255101,0.168255101,18698.63,75.67
Sunfish Creek,51100011205,KY,0.209048855,0.209048855,13392.99,54.2
Cub Creek-Bear Creek,51100011206,KY,0.209429802,0.209429802,21833.08,88.36
Echo River-Green River,51100011301,KY,0.116251644,0.116251644,31358.75,126.9
Buffalo Creek-Green River,51100011302,KY,0.062037971,0.062037971,12249.54,49.57
Beaverdam Creek-Green River,51100011303,KY,0.576855452,0.576855452,31332.68,126.8
Little Beaverdam Creek-Green River,51100011304,KY,0.204785081,0.204785081,22501.71,91.06
Indian Creek-Green River,51100011305,KY,0.246461965,0.246461965,18728.84,75.79
Upper Big Reedy Creek,51100011401,KY,0.162604405,0.162604405,15035.55,60.85
Lower Big Reedy Creek,51100011402,KY,0.164103258,0.164103258,11519.57,46.62
Little Reedy Creek,51100011403,KY,0.115759078,0.115759078,14749.63,59.69
Lost Creek-Green River,51100011404,KY,0.107100772,0.107100772,15501.05,62.73
Claylick Creek-Green River,51100011405,KY,0.165691123,0.165691123,13304.28,53.84
Little Trace Creek-Line Creek,51100020101,"KY,TN",0.652291955,0.652291955,25426.07,102.9
Trace Creek-Line Creek,51100020102,"KY,TN",0.663988252,0.663988252,18635.39,75.41
Mill Creek,51100020103,KY,2.526469794,2.526469794,20711.1,83.81
East Fork Barren River,51100020104,KY,0.539270385,0.539270385,31469.73,127.35
Long Fork,51100020105,"KY,TN",1.33707386,1.33707386,40162.04,162.53
Salt Lick Creek,51100020106,"KY,TN",0.677994595,0.677994595,35745.59,144.66
Indian Creek,51100020107,KY,0.678576556,0.678576556,21702.76,87.83
Puncheon Creek,51100020108,"KY,TN",0.574142818,0.574142818,18752.82,75.89
Sugar Creek-Barren River,51100020109,"KY,TN",0.313717957,0.313717957,23175.78,93.79
Upper Long Creek,51100020201,"KY,TN",0.999110873,0.999110873,33278.83,134.67
Lower Long Creek,51100020202,KY,0.21253599,0.21253599,14469.67,58.56
Pinchgut Creek-Barren River,51100020203,"KY,TN",0.225114117,0.225114117,18612.41,75.32
Glover Creek-Barren River,51100020204,KY,0.280533498,0.280533498,20250.9,81.95
Upper Peter Creek,51100020205,KY,0.34361982,0.34361982,25793.37,104.38
Lower Peter Creek,51100020206,KY,0.383271098,0.383271098,25935.89,104.96
Walnut Creek-Barren River,51100020207,KY,0.566925795,0.566925795,22483.47,90.99
Headwaters Skaggs Creek,51100020301,KY,0.39691839,0.39691839,26584.03,107.58
Nobob Creek-Skaggs Creek,51100020302,KY,0.433393308,0.433393308,25224.61,102.08
Falling Timber Creek,51100020303,KY,0.365530943,0.365530943,38201.61,154.6
Barren Fork-Beaver Creek,51100020304,KY,0.430132022,0.430132022,25312.45,102.44
Little Beaver Creek-Beaver Creek,51100020305,KY,2.834385763,2.834385763,18607.81,75.3
South Fork Beaver Creek-Beaver Creek,51100020306,KY,5.058411394,5.058411394,26709.28,108.09
Boyds Creek-Skaggs Creek,51100020307,KY,0.519500799,0.519500799,39038.27,157.98
West Bays Fork,51100020401,KY,3.967309368,3.967309368,11754.43,47.57
Upper Bays Fork,51100020402,KY,0.954699679,0.954699679,14558.04,58.91
Difficult Creek-Barren River,51100020403,KY,0.543799318,0.543799318,19749.18,79.92
Lower Bays Fork,51100020404,KY,0.42694522,0.42694522,25512.69,103.25
Little Difficult Creek-Barren River,51100020405,KY,0.249945735,0.249945735,24681.33,99.88
Headwaters Trammel Creek,51100020501,"KY,TN",1.208314286,1.208314286,16553.21,66.99
Rough Creek-Trammel Creek,51100020502,"KY,TN",0.380179244,0.380179244,15411.59,62.37
Little Trammel Creek,51100020503,"KY,TN",0.61507647,0.61507647,17388.9,70.37
Buck Creek-Trammel Creek,51100020504,KY,0.955995695,0.955995695,23175.49,93.79
Lower Trammel Creek,51100020505,KY,0.527042836,0.527042836,13921.45,56.34
Sharps Branch-West Fork Drakes Creek,51100020602,"KY,TN",1.879306029,1.879306029,33848.7,136.98
Sinking Creek-West Fork Drakes Creek,51100020603,KY,3.456303297,3.456303297,35490.85,143.63
Dutch Creek-Middle Fork Drakes Creek,51100020604,"KY,TN",0.410618023,0.410618023,36790.7,148.89
Sulphur Fork Creek,51100020605,"KY,TN",0.312055687,0.312055687,28553.11,115.55
